year,state,district,illness_category,cases,deaths
2023,Jammu and Kashmir,Ganderbal,Water-borne,25,0
2023,Jammu and Kashmir,Badgam,Water-borne,38,1
2023,Jammu and Kashmir,Jammu,Vector-borne,370,0
2023,Jharkhand,Dumka,Vector-borne,12,0
2023,Jharkhand,West Singhbhum,Vector-borne,5,0
2023,Jharkhand,Lohardaga,Other,7,0
2023,Jharkhand,East Singhbhum,Vector-borne,30,0
2023,Jharkhand,Giridih,Water-borne,24,2
2023,Karnataka,Chitradurga,Water-borne,21,0
2023,Karnataka,Vijayanagar,Water-borne,44,0
2023,Karnataka,Bengaluru Urban,Water-borne,10,0
2023,Kerala,Kollam,Food-borne,22,0
2023,Madhya Pradesh,Narsinghpur,Vector-borne,13,0
2023,Madhya Pradesh,Mandla,Other,3,0
2023,Madhya Pradesh,Vidisha,Other,16,0
2023,Maharashtra,Yavatmal,Water-borne,41,0
2023,Maharashtra,Gondia,Vector-borne,64,1
2023,Maharashtra,Satara,Vector-borne,5,0
2023,Meghalaya,West Garo Hills,Water-borne,27,0
2023,Nagaland,Wokha,Vector-borne,165,0
2023,Nagaland,Mon,Vector-borne,692,1
2023,Odisha,Sambalpur,Water-borne,32,0
2023,Odisha,Sambalpur,Water-borne,92,0
2023,Odisha,Bolangir,Water-borne,29,0
2023,Rajasthan,Jhalawar,Water-borne,78,0
2023,Rajasthan,Jhalawar,Water-borne,28,0
2023,Rajasthan,Pratapgarh,Water-borne,9,0
2023,Uttar Pradesh,Mirzapur,Water-borne,18,0
2023,Uttar Pradesh,Fatehpur,Vector-borne,22,0
2023,Uttar Pradesh,Lalitpur,Water-borne,54,0
2023,Uttar Pradesh,Bhadohi,Food-borne,12,0
2023,Arunachal Pradesh,Papum Pare,Vector-borne,31,0
2023,Assam,Bongaigaon,Other,1,1
2023,Assam,Lakhimpur,Other,1,1
2023,Assam,Jorhat,Other,1,1
2023,Assam,Marigaon,Other,1,1
2023,Assam,Jorhat,Other,1,1
2023,Assam,Sonitpur,Other,6,0
2023,Assam,Dhemaji,Other,1,1
2023,Assam,Jorhat,Other,1,1
2023,Bihar,Jehanabad,Water-borne,6,0
2023,Bihar,Pashchim Champaran,Other,10,0
2023,Bihar,Pashchim Champaran,Other,8,2
2023,Chhattisgarh,Kanker,Water-borne,140,0
2023,Gujarat,Patan,Vector-borne,40,0
2023,Jammu and Kashmir,Kupwara,Water-borne,22,0
2023,Jharkhand,Lohardaga,Other,14,0
2023,Jharkhand,Sahebganj,Vector-borne,286,1
2023,Jharkhand,Ramgarh,Water-borne,10,0
2023,Karnataka,Raichur,Water-borne,17,0
2023,Karnataka,Raichur,Water-borne,15,0
2023,Karnataka,Chitradurga,Water-borne,247,0
2023,Karnataka,Belagavi,Water-borne,50,0
2023,Karnataka,Udupi,Other,1,1
2023,Kerala,Kasaragod,Food-borne,84,0
2023,Kerala,Ernakulam,Food-borne,31,0
2023,Madhya Pradesh,Seoni,Other,1,1
2023,Maharashtra,Osmanabad,Other,69,0
2023,Maharashtra,Kolhapur,Other,24,1
2023,Maharashtra,Aurangabad,Vector-borne,11,0
2023,Maharashtra,Nagpur,Other,6,1
2023,Maharashtra,Aurangabad,Other,4,1
2023,Nagaland,Dimapur,Other,9,0
2023,Odisha,Bolangir,Water-borne,13,2
2023,Odisha,Bargarh,Water-borne,15,0
2023,Odisha,Baleshwar,Water-borne,18,0
2023,Odisha,Bargarh,Water-borne,13,0
2023,Puducherry,Pondicherry,Vector-borne,15,0
2023,Punjab,Jalandhar,Water-borne,41,0
2023,Tamil Nadu,Ariyalur,Other,17,0
2023,Tamil Nadu,Ariyalur,Water-borne,12,0
2023,Tamil Nadu,Madurai,Water-borne,137,0
2023,Uttar Pradesh,Bhadohi,Water-borne,12,0
2023,Uttar Pradesh,Chandauli,Food-borne,101,1
2023,Uttar Pradesh,Jaunpur,Food-borne,6,0
2023,Uttar Pradesh,Sonbhadra,Water-borne,40,1
2023,Uttar Pradesh,Chandauli,Water-borne,63,0
2023,Uttar Pradesh,Sonbhadra,Water-borne,13,1
2023,Uttar Pradesh,Sonbhadra,Water-borne,12,0
2023,Uttarakhand,Tehri Garhwal,Water-borne,8,0
2023,Arunachal Pradesh,Tawang,Water-borne,17,0
2023,Arunachal Pradesh,Papum Pare,Water-borne,115,0
2023,Assam,Lakhimpur,Water-borne,21,0
2023,Bihar,Gaya,Water-borne,13,0
2023,Bihar,Saharsa,Other,11,0
2023,Bihar,Banka,Water-borne,25,0
2023,Chhattisgarh,Baloda Bazar,Water-borne,10,0
2023,Goa,South Goa,Vector-borne,31,0
2023,Gujarat,Amreli,Other,1,0
2023,Gujarat,Amreli,Other,1,1
2023,Gujarat,Surat,Water-borne,94,0
2023,Himachal Pradesh,Mandi,Water-borne,64,0
2023,Jammu and Kashmir,Jammu,Water-borne,17,0
2023,Jammu and Kashmir,Srinagar,Other,13,0
2023,Jammu and Kashmir,Reasi,Water-borne,27,0
2023,Jammu and Kashmir,Rajauri,Other,2,0
2023,Jharkhand,East Singhbhum,Vector-borne,15,0
2023,Jharkhand,Hazaribagh,Other,15,0
2023,Jharkhand,Lohardaga,Other,13,0
2023,Jharkhand,Deoghar,Vector-borne,3,0
2023,Karnataka,Bidar,Water-borne,19,0
2023,Karnataka,Bidar,Water-borne,16,0
2023,Karnataka,Hassan,Water-borne,13,0
2023,Karnataka,Chamarajanagara,Other,25,0
2023,Kerala,Idukki,Water-borne,27,0
2023,Kerala,Ernakulam,Vector-borne,29,0
2023,Madhya Pradesh,Narsinghpur,Water-borne,16,0
2023,Madhya Pradesh,Burhanpur,Water-borne,26,0
2023,Madhya Pradesh,Sehore,Vector-borne,18,0
2023,Maharashtra,Raigad,Vector-borne,11,1
2023,Maharashtra,Amravati,Water-borne,42,0
2023,Maharashtra,Nagpur,Vector-borne,91,1
2023,Maharashtra,Bhandara,Vector-borne,30,0
2023,Maharashtra,Osmanabad,Vector-borne,9,0
2023,Maharashtra,Amravati,Other,7,0
2023,Maharashtra,Buldhana,Vector-borne,33,0
2023,Meghalaya,Ri Bhoi,Water-borne,46,0
2023,Odisha,Mayurbhanj,Water-borne,85,1
2023,Punjab,S.A.S Nagar,Water-borne,164,0
2023,Tamil Nadu,Thanjavur,Water-borne,11,0
2023,Tamil Nadu,Thiruvarur,Other,42,1
2023,Tamil Nadu,Coimbatore,Other,15,0
2023,Telangana,Siddipet,Water-borne,80,0
2023,Tripura,Sepahijala,Vector-borne,259,0
2023,Uttar Pradesh,Chandauli,Water-borne,21,0
2023,Uttar Pradesh,Ambedkar Nagar,Other,10,0
2023,Uttar Pradesh,Chandauli,Water-borne,12,0
2023,Uttar Pradesh,Barabanki,Other,8,0
2023,Andhra Pradesh,Nellore,Water-borne,27,0
2023,Arunachal Pradesh,Tawang,Other,40,0
2023,Assam,Cachar,Water-borne,11,0
2023,Assam,Dibrugarh,Water-borne,22,0
2023,Assam,Kokrajhar,Vector-borne,115,0
2023,Assam,Sivasagar,Other,6,0
2023,Assam,Marigaon,Other,5,0
2023,Assam,Dibrugarh,Other,9,0
2023,Assam,Nagaon,Other,4,1
2023,Assam,Dhemaji,Other,3,1
2023,Assam,Kamrup,Other,1,1
2023,Assam,Kamrup,Water-borne,64,0
2023,Assam,Kamrup,Other,15,0
2023,Bihar,Patna,Water-borne,35,1
2023,Bihar,Katihar,Other,7,0
2023,Gujarat,Anand,Water-borne,20,0
2023,Haryana,Nuh,Other,22,0
2023,Jammu and Kashmir,Shopian,Other,13,0
2023,Jammu and Kashmir,Jammu,Other,10,0
2023,Jharkhand,West Singhbhum,Other,5,0
2023,Jharkhand,Palamu,Other,6,0
2023,Jharkhand,Khunti,Other,11,0
2023,Jharkhand,Lohardaga,Other,5,0
2023,Jharkhand,Jamtara,Other,6,0
2023,Karnataka,Vijayanagar,Water-borne,57,0
2023,Karnataka,Kalaburagi,Other,2,0
2023,Karnataka,Haveri,Water-borne,17,0
2023,Karnataka,Chamarajanagara,Other,25,0
2023,Karnataka,Tumkur,Water-borne,33,0
2023,Karnataka,Bengaluru Urban,Water-borne,8,0
2023,Kerala,Ernakulam,Food-borne,20,0
2023,Kerala,Kottayam,Water-borne,7,0
2023,Kerala,Malappuram,Vector-borne,40,0
2023,Madhya Pradesh,Narsinghpur,Vector-borne,8,0
2023,Madhya Pradesh,Guna,Water-borne,10,0
2023,Madhya Pradesh,Rewa,Food-borne,19,0
2023,Madhya Pradesh,Ujjain,Water-borne,23,0
2023,Maharashtra,Osmanabad,Vector-borne,7,0
2023,Maharashtra,Gadchiroli,Vector-borne,44,0
2023,Maharashtra,Thane,Other,12,0
2023,Sikkim,West District,Water-borne,53,0
2023,Tamil Nadu,Salem,Other,38,0
2023,Tamil Nadu,Thanjavur,Water-borne,18,0
2023,Tamil Nadu,Tiruchirappalli,Water-borne,29,0
2023,Tamil Nadu,Coimbatore,Other,14,0
2023,Tamil Nadu,Tiruppur,Vector-borne,27,0
2023,Uttar Pradesh,Bhadohi,Water-borne,21,0
2023,Uttar Pradesh,Chandauli,Water-borne,54,1
2023,Uttar Pradesh,Chandauli,Water-borne,37,0
2023,Uttar Pradesh,Siddharth Nagar,Water-borne,24,0
2023,Uttar Pradesh,Chandauli,Water-borne,10,0
2023,Arunachal Pradesh,Upper Siang,Other,12,0
2023,Assam,Bajali,Other,21,0
2023,Assam,Sivasagar,Water-borne,60,0
2023,Assam,Darrang,Water-borne,24,0
2023,Assam,Karbi Anglong,Other,11,0
2023,Assam,Dhemaji,Water-borne,85,0
2023,Bihar,Bhojpur,Other,9,0
2023,Bihar,Patna,Vector-borne,4,0
2023,Gujarat,Navsari,Water-borne,7,0
2023,Gujarat,Mahesana,Water-borne,56,0
2023,Haryana,Gurugram,Water-borne,36,0
2023,Haryana,Jind,Vector-borne,3,0
2023,Jammu and Kashmir,Srinagar,Other,40,0
2023,Jammu and Kashmir,Srinagar,Other,21,0
2023,Jharkhand,East Singhbhum,Other,27,0
2023,Jharkhand,Jamtara,Other,5,0
2023,Jharkhand,Saraikela Kharsawan,Water-borne,7,0
2023,Karnataka,Tumkur,Water-borne,25,0
2023,Karnataka,Ballari,Water-borne,64,0
2023,Karnataka,Koppal,Vector-borne,38,0
2023,Karnataka,Chitradurga,Water-borne,34,0
2023,Karnataka,Kalaburagi,Water-borne,10,0
2023,Karnataka,Raichur,Water-borne,17,0
2023,Kerala,Ernakulam,Vector-borne,252,0
2023,Kerala,Wayanad,Other,27,0
2023,Kerala,Thrissur,Other,1,1
2023,Madhya Pradesh,Burhanpur,Water-borne,61,0
2023,Madhya Pradesh,Narsinghpur,Water-borne,24,0
2023,Madhya Pradesh,Agar Malwa,Water-borne,57,0
2023,Maharashtra,Palaghar,Vector-borne,12,0
2023,Maharashtra,Yavatmal,Water-borne,76,0
2023,Maharashtra,Sindhudurg,Water-borne,30,0
2023,Maharashtra,Jalna,Vector-borne,10,2
2023,Manipur,Imphal West,Vector-borne,65,0
2023,Meghalaya,East Jaintia Hills,Other,7,0
2023,Meghalaya,West Khasi Hills,Other,1,1
2023,Odisha,Cuttack,Water-borne,26,0
2023,Odisha,Boudh,Water-borne,37,0
2023,Tamil Nadu,Namakkal,Water-borne,9,0
2023,Tamil Nadu,Namakkal,Other,17,0
2023,Uttar Pradesh,Fatehpur,Water-borne,23,0
2023,Uttar Pradesh,Lucknow,Other,5,0
2023,Uttar Pradesh,Ghaziabad,Water-borne,41,0
2023,West Bengal,Murshidabad,Food-borne,22,0
2023,West Bengal,Murshidabad,Food-borne,32,0
2023,West Bengal,Purulia,Water-borne,19,0
2023,West Bengal,Murshidabad,Other,2,0
2023,Arunachal Pradesh,West Siang,Other,11,0
2023,Assam,Dhemaji,Water-borne,85,0
2023,Assam,Dibrugarh,Water-borne,5,0
2023,Assam,Bongaigaon,Other,1,1
2023,Assam,Dhemaji,Water-borne,25,0
2023,Assam,Biswanath,Other,6,0
2023,Bihar,Khagaria,Food-borne,51,0
2023,Bihar,Begusarai,Other,8,0
2023,Bihar,Saran,Other,39,0
2023,Chhattisgarh,Rajnandgaon,Vector-borne,11,0
2023,Chhattisgarh,Balod,Water-borne,24,0
2023,Gujarat,Panchmahal,Water-borne,43,0
2023,Gujarat,Banaskantha,Water-borne,16,0
2023,Gujarat,Banaskantha,Water-borne,6,1
2023,Gujarat,Jamnagar,Water-borne,6,0
2023,Gujarat,Aravalli,Water-borne,5,0
2023,Gujarat,Morbi,Water-borne,77,0
2023,Gujarat,Kachchh,Other,1,1
2023,Haryana,Nuh,Other,22,0
2023,Haryana,Gurugram,Water-borne,100,0
2023,Jammu and Kashmir,Bandipora,Water-borne,20,0
2023,Jammu and Kashmir,Kupwara,Other,11,0
2023,Jammu and Kashmir,Udhampur,Water-borne,11,0
2023,Jharkhand,East Singhbhum,Vector-borne,120,0
2023,Jharkhand,East Singhbhum,Other,12,0
2023,Karnataka,Vijayapura,Other,1,1
2023,Karnataka,Kalaburagi,Water-borne,9,0
2023,Karnataka,Bagalkote,Water-borne,24,0
2023,Kerala,Malappuram,Vector-borne,42,0
2023,Kerala,Malappuram,Other,7,0
2023,Madhya Pradesh,Rewa,Water-borne,9,0
2023,Madhya Pradesh,Umaria,Other,7,0
2023,Maharashtra,Amravati,Vector-borne,46,0
2023,Maharashtra,Kolhapur,Vector-borne,44,0
2023,Maharashtra,Akola,Vector-borne,17,0
2023,Maharashtra,Satara,Vector-borne,6,0
2023,Maharashtra,Latur,Vector-borne,9,0
2023,Maharashtra,Nanded,Water-borne,26,0
2023,Maharashtra,Satara,Vector-borne,5,0
2023,Maharashtra,Sindhudurg,Vector-borne,10,1
2023,Meghalaya,West Khasi Hills,Other,9,0
2023,Odisha,Balasore,Water-borne,20,0
2023,Tamil Nadu,Tirunelveli,Other,5,0
2023,Tamil Nadu,Namakkal,Water-borne,69,0
2023,Telangana,Wanaparthy,Water-borne,58,0
2023,Uttar Pradesh,Hamirpur,Other,3,0
2023,Uttar Pradesh,Amethi,Other,12,0
2023,Uttarakhand,Nainital,Water-borne,236,0
2023,Andhra Pradesh,Kurnool,Water-borne,31,0
2023,Arunachal Pradesh,West Siang,Other,16,0
2023,Assam,Udalguri,Other,1,1
2023,Assam,Darrang,Other,8,1
2023,Assam,Kokrajhar,Other,8,0
2023,Bihar,Begusarai,Other,10,0
2023,Bihar,Gopalganj,Other,8,0
2023,Bihar,Vaishali,Other,11,0
2023,Bihar,Purbi Champaran,Other,16,0
2023,Bihar,Rohtas,Other,8,0
2023,Bihar,Gaya,Other,4,0
2023,Bihar,Pashchim Champaran,Other,6,0
2023,Chhattisgarh,Balod,Water-borne,65,0
2023,Chhattisgarh,Bastar,Water-borne,75,0
2023,Chhattisgarh,Baloda Bazar,Water-borne,47,0
2023,Chhattisgarh,Bijapur,Water-borne,74,0
2023,Gujarat,Junagadh,Water-borne,45,0
2023,Gujarat,Dohad,Water-borne,39,0
2023,Gujarat,Anand,Water-borne,7,0
2023,Gujarat,Gir Somnath,Water-borne,73,0
2023,Gujarat,Patan,Water-borne,10,0
2023,Haryana,Sonipat,Water-borne,37,0
2023,Jammu and Kashmir,Kupwara,Other,10,0
2023,Jharkhand,West Singhbhum,Vector-borne,85,0
2023,Jharkhand,Khunti,Other,6,0
2023,Jharkhand,Deoghar,Water-borne,11,0
2023,Karnataka,Raichur,Water-borne,88,0
2023,Karnataka,Kalaburagi,Other,28,0
2023,Karnataka,Vijayanagar,Water-borne,54,0
2023,Karnataka,Ballari,Water-borne,43,0
2023,Karnataka,Davangere,Water-borne,88,0
2023,Karnataka,Yadgir,Water-borne,55,0
2023,Karnataka,Koppal,Water-borne,34,0
2023,Karnataka,Udupi,Water-borne,11,0
2023,Karnataka,BBMP,Water-borne,65,0
2023,Kerala,Pathanamthitta,Vector-borne,18,1
2023,Kerala,Wayanad,Water-borne,32,0
2023,Kerala,Pathanamthitta,Vector-borne,27,0
2023,Kerala,Thiruvananthapuram,Vector-borne,1,0
2023,Kerala,Malappuram,Other,1,0
2023,Kerala,Alappuzha,Food-borne,20,0
2023,Kerala,Alappuzha,Other,1,0
2023,Kerala,Malappuram,Vector-borne,23,0
2023,Ladakh,Leh Ladakh,Other,52,0
2023,Madhya Pradesh,Bhind,Other,6,0
2023,Madhya Pradesh,Datia,Other,8,0
2023,Madhya Pradesh,Balaghat,Other,2,0
2023,Maharashtra,Jalgaon,Water-borne,28,0
2023,Maharashtra,Chandrapur,Vector-borne,42,1
2023,Maharashtra,Parbhani,Food-borne,54,0
2023,Maharashtra,Pune,Vector-borne,5,1
2023,Maharashtra,Thane,Other,6,0
2023,Maharashtra,Satara,Vector-borne,5,0
2023,Maharashtra,Thane,Vector-borne,8,1
2023,Meghalaya,East Jaintia Hills,Water-borne,4,0
2023,Meghalaya,East Jaintia Hills,Vector-borne,4,1
2023,Odisha,Balasore,Water-borne,16,0
2023,Uttar Pradesh,Fatehpur,Other,5,0
2023,Uttar Pradesh,Kheri,Other,16,1
2023,Uttar Pradesh,Fatehpur,Other,57,0
2023,West Bengal,Dinajpur Dakshin,Water-borne,6,0
2023,Arunachal Pradesh,Lower Subansiri,Other,17,0
2023,Assam,Dibrugarh,Other,7,0
2023,Assam,Dibrugarh,Other,22,0
2023,Assam,Dibrugarh,Other,8,0
2023,Assam,Dhemaji,Other,16,0
2023,Assam,Charaideo,Other,7,0
2023,Assam,Dhemaji,Other,4,0
2023,Bihar,Buxar,Other,8,0
2023,Bihar,Supaul,Other,7,0
2023,Bihar,Siwan,Other,8,0
2023,Bihar,Jamui,Water-borne,15,0
2023,Bihar,Pashchim Champaran,Other,2,0
2023,Bihar,Purbi Champaran,Other,11,0
2023,Chhattisgarh,Balod,Other,249,0
2023,Chhattisgarh,Balod,Water-borne,16,0
2023,Chhattisgarh,Bastar,Vector-borne,9,0
2023,Gujarat,Gandhinagar,Water-borne,160,0
2023,Gujarat,Ahmedabad,Water-borne,119,0
2023,Jammu and Kashmir,Shopian,Other,14,0
2023,Jammu and Kashmir,Shopian,Other,10,0
2023,Jharkhand,West Singhbhum,Other,7,0
2023,Jharkhand,Dhanbad,Other,5,0
2023,Jharkhand,Dumka,Other,21,0
2023,Jharkhand,Deoghar,Vector-borne,14,0
2023,Jharkhand,Deoghar,Vector-borne,12,0
2023,Jharkhand,Ramgarh,Other,5,0
2023,Jharkhand,Jamtara,Other,14,0
2023,Jharkhand,Sahebganj,Other,2,0
2023,Karnataka,Shivamogga,Other,1,1
2023,Karnataka,Koppal,Water-borne,27,0
2023,Karnataka,Ballari,Water-borne,47,0
2023,Karnataka,Kalaburagi,Food-borne,30,0
2023,Karnataka,Udupi,Water-borne,15,0
2023,Karnataka,Belagavi,Water-borne,24,0
2023,Karnataka,Bidar,Water-borne,17,0
2023,Karnataka,Ballari,Water-borne,41,0
2023,Karnataka,Mandya,Water-borne,52,0
2023,Karnataka,Chikkamagaluru,Vector-borne,14,0
2023,Karnataka,Dharwad,Food-borne,32,0
2023,Karnataka,Shivamogga,Water-borne,102,0
2023,Kerala,Kannur,Food-borne,14,0
2023,Kerala,Thiruvananthapuram,Vector-borne,1,0
2023,Madhya Pradesh,Narsinghpur,Vector-borne,6,0
2023,Madhya Pradesh,Morena,Other,6,0
2023,Madhya Pradesh,Khargone,Water-borne,58,0
2023,Madhya Pradesh,Satna,Other,7,0
2023,Madhya Pradesh,Katni,Other,10,0
2023,Madhya Pradesh,Niwari,Other,5,0
2023,Maharashtra,Hingoli,Water-borne,64,0
2023,Maharashtra,Gadchiroli,Vector-borne,37,1
2023,Maharashtra,Kolhapur,Vector-borne,79,0
2023,Maharashtra,Kolhapur,Vector-borne,34,0
2023,Maharashtra,Pune,Vector-borne,9,0
2023,Maharashtra,Osmanabad,Vector-borne,6,0
2023,Meghalaya,East Khasi Hills,Other,9,0
2023,Meghalaya,South West Khasi Hills,Other,14,0
2023,Nagaland,Dimapur,Vector-borne,68,0
2023,Odisha,Jagatsinghpur,Vector-borne,7,0
2023,Punjab,Ludhiana,Food-borne,11,0
2023,Punjab,S.A.S Nagar,Water-borne,91,0
2023,Tamil Nadu,Coimbatore,Water-borne,19,0
2023,Tamil Nadu,Sivaganga,Water-borne,12,0
2023,Tamil Nadu,Tirunelveli,Other,33,0
2023,Uttar Pradesh,Barabanki,Water-borne,35,0
2023,Uttar Pradesh,Bhadohi,Water-borne,11,0
2023,Andhra Pradesh,Y.S.R.,Water-borne,23,0
2023,Assam,Dhemaji,Water-borne,7,0
2023,Assam,Lakhimpur,Other,1,1
2023,Assam,Dibrugarh,Water-borne,1,0
2023,Bihar,Arwal,Other,5,0
2023,Jammu and Kashmir,Bandipora,Water-borne,17,0
2023,Jammu and Kashmir,Bandipora,Water-borne,38,0
2023,Jharkhand,Lohardaga,Water-borne,5,0
2023,Karnataka,Ballari,Water-borne,19,0
2023,Karnataka,Udupi,Water-borne,15,0
2023,Karnataka,Koppal,Water-borne,25,0
2023,Karnataka,Koppal,Water-borne,48,0
2023,Karnataka,Vijayanagar,Other,1,1
2023,Karnataka,Shivamogga,Water-borne,124,0
2023,Karnataka,Dharwad,Water-borne,30,0
2023,Karnataka,Hassan,Water-borne,30,0
2023,Karnataka,Udupi,Other,1,1
2023,Karnataka,Vijayapura,Water-borne,41,0
2023,Kerala,Ernakulam,Vector-borne,17,0
2023,Maharashtra,Osmanabad,Vector-borne,10,0
2023,Maharashtra,Satara,Water-borne,23,1
2023,Maharashtra,Washim,Vector-borne,48,0
2023,Nagaland,Longleng,Water-borne,48,0
2023,Rajasthan,Dausa,Water-borne,236,0
2023,Uttarakhand,Pauri Garhwal,Other,20,0
2023,Uttarakhand,Almora,Water-borne,97,0
2023,West Bengal,Diamond Harbour,Water-borne,97,0
2023,Chhattisgarh,Narayanpur,Water-borne,5,0
2023,Gujarat,Valsad,Food-borne,9,0
2023,Gujarat,Sabar Kantha,Other,16,0
2023,Karnataka,Koppal,Water-borne,63,0
2023,Karnataka,BBMP,Water-borne,99,0
2023,Karnataka,Koppal,Water-borne,21,0
2023,Karnataka,Hassan,Water-borne,35,0
2023,Karnataka,Koppal,Water-borne,27,0
2023,Karnataka,Hassan,Water-borne,12,0
2023,Karnataka,Koppal,Water-borne,48,0
2023,Karnataka,Koppal,Water-borne,124,1
2023,Karnataka,Raichur,Water-borne,21,0
2023,Karnataka,Bagalkote,Water-borne,13,0
2023,Karnataka,Koppal,Water-borne,34,0
2023,Karnataka,Udupi,Water-borne,3,2
2023,Kerala,Palakkad,Water-borne,9,0
2023,Kerala,Kannur,Water-borne,30,0
2023,Kerala,Malappuram,Food-borne,175,0
2023,Kerala,Kollam,Food-borne,13,0
2023,Kerala,Ernakulam,Vector-borne,31,0
2023,Madhya Pradesh,Gwalior,Other,6,1
2023,Maharashtra,Yavatmal,Water-borne,107,0
2023,Odisha,Koraput,Food-borne,149,0
2023,Uttar Pradesh,Unnao,Food-borne,20,0
2023,Uttar Pradesh,Fatehpur,Other,3,0
2023,Uttarakhand,Pauri Garhwal,Other,25,0
2023,Assam,Marigaon,Other,2,0
2023,Assam,Cachar,Other,1,1
2023,Assam,Tinsukia,Other,7,0
2023,Assam,Darrang,Water-borne,7,0
2023,Assam,Marigaon,Other,8,0
2023,Bihar,Supaul,Water-borne,50,0
2023,Bihar,Gaya,Water-borne,12,0
2023,Chhattisgarh,Balod,Water-borne,38,0
2023,Chhattisgarh,Raipur,Water-borne,9,0
2023,Jharkhand,East Singhbhum,Other,14,0
2023,Jharkhand,East Singhbhum,Other,11,0
2023,Karnataka,Koppal,Water-borne,32,0
2023,Karnataka,Davangere,Food-borne,15,0
2023,Karnataka,Dakshina Kannada,Water-borne,27,0
2023,Karnataka,Raichur,Water-borne,101,0
2023,Kerala,Palakkad,Water-borne,16,0
2023,Kerala,Kasaragod,Food-borne,47,0
2023,Kerala,Thrissur,Food-borne,35,0
2023,Kerala,Kollam,Food-borne,24,0
2023,Kerala,Palakkad,Food-borne,14,0
2023,Kerala,Alappuzha,Vector-borne,22,0
2023,Kerala,Wayanad,Food-borne,114,0
2023,Kerala,Idukki,Vector-borne,15,0
2023,Kerala,Kottayam,Vector-borne,5,0
2023,Kerala,Pathanamthitta,Vector-borne,19,0
2023,Kerala,Idukki,Vector-borne,16,0
2023,Kerala,Wayanad,Water-borne,45,0
2023,Kerala,Kottayam,Vector-borne,9,0
2023,Kerala,Ernakulam,Vector-borne,41,0
2023,Kerala,Thrissur,Vector-borne,48,0
2023,Kerala,Thiruvananthapuram,Vector-borne,12,0
2023,Kerala,Wayanad,Other,29,0
2023,Madhya Pradesh,Ashoknagar,Other,6,0
2023,Maharashtra,Satara,Food-borne,101,0
2023,Maharashtra,Gadchiroli,Vector-borne,19,1
2023,Maharashtra,Gadchiroli,Vector-borne,6,1
2023,Maharashtra,Gadchiroli,Vector-borne,21,1
2023,Mizoram,Aizawl,Other,30,0
2023,Punjab,Bathinda,Other,3,0
2023,Punjab,Bathinda,Other,5,0
2023,Tripura,Unakoti,Water-borne,23,0
2023,West Bengal,Nadia,Water-borne,49,0
2023,West Bengal,Pachim Medinipur,Food-borne,78,0
2023,Andhra Pradesh,Anantapur,Water-borne,32,1
2023,Chhattisgarh,Surguja,Other,6,0
2023,Gujarat,Junagadh,Food-borne,109,0
2023,Gujarat,Surat,Other,7,0
2023,Gujarat,Surat,Other,8,0
2023,Gujarat,Surat,Other,10,0
2023,Jharkhand,West Singhbhum,Other,7,0
2023,Karnataka,Raichur,Water-borne,17,0
2023,Karnataka,Raichur,Water-borne,50,1
2023,Karnataka,Raichur,Water-borne,61,0
2023,Karnataka,Haveri,Water-borne,52,0
2023,Karnataka,Dakshina Kannada,Water-borne,16,0
2023,Kerala,Alappuzha,Other,1,0
2023,Kerala,Kollam,Food-borne,15,0
2023,Kerala,Kannur,Food-borne,43,0
2023,Kerala,Kozhikode,Other,1,0
2023,Kerala,Wayanad,Food-borne,46,0
2023,Kerala,Kannur,Water-borne,51,0
2023,Kerala,Kannur,Other,1,0
2023,Kerala,Malappuram,Vector-borne,9,0
2023,Kerala,Kozhikode,Vector-borne,15,0
2023,Kerala,Kottayam,Vector-borne,5,0
2023,Kerala,Thrissur,Vector-borne,63,0
2023,Madhya Pradesh,Katni,Other,9,0
2023,Odisha,Koraput,Other,7,0
2023,Uttar Pradesh,Maharajganj,Other,6,0
2023,Assam,Jorhat,Other,2,0
2023,Assam,Karbi Anglong,Other,15,1
2023,Chhattisgarh,Surguja,Other,18,0
2023,Gujarat,Surat,Other,6,0
2023,Jammu and Kashmir,Udhampur,Other,4,0
2023,Karnataka,Koppal,Water-borne,36,0
2023,Karnataka,Koppal,Water-borne,35,0
2023,Kerala,Ernakulam,Food-borne,70,0
2023,Kerala,Pathanamthitta,Vector-borne,10,0
2023,Kerala,Malappuram,Food-borne,135,0
2023,Kerala,Kannur,Food-borne,23,0
2023,Kerala,Pathanamthitta,Vector-borne,8,0
2023,Kerala,Trivandrum,Other,117,0
2023,Kerala,Ernakulam,Vector-borne,26,0
2023,Madhya Pradesh,Ashoknagar,Other,6,0
2023,Maharashtra,Yavatmal,Food-borne,21,0
2023,Odisha,Jajpur,Food-borne,16,0
2023,Uttar Pradesh,Fatehpur,Other,22,0
2023,West Bengal,Purulia,Water-borne,30,0
2023,West Bengal,Purulia,Food-borne,60,0
2023,Assam,Marigaon,Water-borne,27,0
2023,Assam,Karbi Anglong,Other,1,1
2023,Chhattisgarh,Balod,Water-borne,26,0
2023,Gujarat,Jamnagar,Water-borne,35,0
2023,Gujarat,Amreli,Food-borne,95,0
2023,Haryana,Yamuna Nagar,Water-borne,42,0
2023,Jharkhand,Khunti,Other,5,0
2023,Jharkhand,Ramgarh,Water-borne,7,0
2023,Jharkhand,Giridih,Water-borne,5,0
2023,Karnataka,Bellary,Water-borne,42,0
