year,state,district,illness_category,cases,deaths
2025,Assam,Biswanath,Food-borne,18,0
2025,Bihar,Aurangabad,Other,21,0
2025,Bihar,Madhubani,Other,14,0
2025,Gujarat,Bhavnagar,Food-borne,20,0
2025,Gujarat,Vadodara,Water-borne,20,0
2025,Haryana,Yamunanagar,Food-borne,104,0
2025,Jharkhand,East Singhbum,Other,8,0
2025,Jharkhand,Giridih,Other,13,0
2025,Karnataka,Chikballapur,Water-borne,8,0
2025,Kerala,Kottayam,Food-borne,22,0
2025,Kerala,Palakkad,Other,1,0
2025,Kerala,Palakkad,Water-borne,27,0
2025,Kerala,Pathanamthitta,Food-borne,43,0
2025,Kerala,Thrissur,Water-borne,78,0
2025,Madhya Pradesh,Rewa,Water-borne,19,0
2025,Meghalaya,North Garo Hills,Other,12,0
2025,Meghalaya,West Jaintia Hills,Food-borne,32,0
2025,Odisha,Anugul,Water-borne,81,0
2025,Odisha,Bhadrak,Water-borne,5,0
2025,Odisha,Mayurbhanj,Food-borne,66,0
2025,Odisha,Sambalpur,Water-borne,24,0
2025,Puducherry,Pondicherry,Water-borne,20,0
2025,Tamil Nadu,Erode,Other,5,0
2025,Tamil Nadu,Kallakurichi,Water-borne,24,0
2025,Tamil Nadu,Kallakurichi,Other,11,0
2025,Tamil Nadu,Sivaganga,Other,12,0
2025,Tamil Nadu,Sivaganga,Water-borne,5,0
2025,Tamil Nadu,Thiruvallur,Vector-borne,11,0
2025,Tamil Nadu,Tiruchirappalli,Other,7,0
2025,Tamil Nadu,Virudhunagar,Water-borne,21,0
2025,Uttarakhand,Dehradun,Food-borne,383,0
2025,Uttarakhand,Haridwar,Food-borne,34,0
2025,West Bengal,Purba Barshaman,Water-borne,23,0
2025,Bihar,Purbi Champaran,Other,6,0
2025,Manipur,Churachandpur,Other,3,3
2025,Odisha,Koraput,Other,21,0
2025,Uttar Pradesh,Agra,Other,25,0
2025,Assam,Jorhat,Water-borne,13,0
2025,Assam,Lakhimpur,Food-borne,38,0
2025,Bihar,Sitamarhi,Food-borne,40,0
2025,Chhattisgarh,Raipur,Water-borne,13,0
2025,Gujarat,Anand,Water-borne,49,0
2025,Haryana,Kurukshetra,Water-borne,12,0
2025,Jammu and Kashmir,Ganderbal,Water-borne,12,0
2025,Jammu and Kashmir,Kulgam,Water-borne,11,0
2025,Jharkhand,Bokaro,Other,6,0
2025,Jharkhand,Dumka,Other,7,0
2025,Jharkhand,East Singhbhum,Other,5,0
2025,Jharkhand,Khunti,Other,3,0
2025,Jharkhand,Khunti,Other,12,0
2025,Jharkhand,Ranchi,Other,5,0
2025,Jharkhand,West Singhbhum,Water-borne,20,0
2025,Kerala,Ernakulam,Water-borne,16,0
2025,Kerala,Idukki,Food-borne,55,0
2025,Kerala,Idukki,Water-borne,42,0
2025,Kerala,Kannur,Water-borne,35,0
2025,Kerala,Kannur,Water-borne,29,0
2025,Kerala,Kozhikode,Other,2,1
2025,Kerala,Thrissur,Vector-borne,17,0
2025,Kerala,Wayanad,Water-borne,16,0
2025,Madhya,Damoh,Other,36,0
2025,Madhya,Narsinghpur,Other,7,0
2025,Odisha,Khordha,Water-borne,0,0
2025,Tamil Nadu,Coimbatore,Other,22,0
2025,Tamil Nadu,Dharmapuri,Other,18,0
2025,Tamil Nadu,Dindigul,Water-borne,51,0
2025,Tamil Nadu,Dindigul,Other,10,0
2025,Tamil Nadu,Kanniyakumari,Food-borne,18,0
2025,Tamil Nadu,Theni,Other,6,0
2025,West Bengal,Hooghly,Water-borne,18,0
2025,Andhra Pradesh,Guntur,Water-borne,18,0
2025,Chhattisgarh,Bilaspur,Other,31,0
2025,Jharkhand,Giridih,Other,7,0
2025,Madhya Pradesh,Rewa,Other,17,0
2025,Madhya Pradesh,Shivpuri,Other,6,0
2025,Manipur,Ukhrul,Other,37,0
2025,Meghalaya,South West Garo Hills,Other,3,0
2025,Assam,Bongaigaon,Other,8,0
2025,Bihar,Begusarai,Other,32,0
2025,Bihar,Begusarai,Other,10,0
2025,Chhattisgarh,Raipur,Water-borne,11,0
2025,Gujarat,Ahmedabad,Water-borne,71,0
2025,Gujarat,Jamnagar,Other,4,0
2025,Gujarat,Patan,Water-borne,10,0
2025,Jammu and Kashmir,Jammu,Other,1,1
2025,Jammu and Kashmir,Jammu,Water-borne,10,0
2025,Jharkhand,Dumka,Other,18,0
2025,Jharkhand,East Singhbhum,Other,14,0
2025,Jharkhand,Sahebganj,Vector-borne,67,0
2025,Karnataka,Chitradurga,Food-borne,40,0
2025,Karnataka,Davangere,Food-borne,24,0
2025,Karnataka,Hassan,Water-borne,11,0
2025,Karnataka,Mandya,Food-borne,128,2
2025,Kerala,Ernakulam,Other,18,0
2025,Kerala,Kannur,Water-borne,40,0
2025,Kerala,Kannur,Water-borne,39,0
2025,Kerala,Kottayam,Water-borne,9,0
2025,Kerala,Kottayam,Water-borne,28,0
2025,Kerala,Kottayam,Water-borne,21,0
2025,Kerala,Kottayam,Water-borne,56,0
2025,Kerala,Malappuram,Other,1,0
2025,Kerala,Wayanad,Water-borne,42,0
2025,Madhya Pradesh,Narsinghpur,Other,4,0
2025,Maharashtra,Kolhapur,Water-borne,15,1
2025,Manipur,Senapati,Other,52,0
2025,Meghalaya,West Khasi Hills,Other,1,1
2025,Tamil Nadu,Salem,Other,10,0
2025,Tamil Nadu,Tenkasi,Water-borne,13,0
2025,Tamil Nadu,Tenkasi,Water-borne,9,0
2025,Tamil Nadu,Theni,Other,6,0
2025,Uttarakhand,Dehradun,Water-borne,12,0
2025,West Bengal,24 Paraganas South,Food-borne,97,0
2025,West Bengal,Howrah,Other,19,0
2025,West Bengal,Medinipur East,Food-borne,80,0
2025,West Bengal,Medinipur West,Water-borne,35,0
2025,West Bengal,Purba Bardhaman,Water-borne,15,0
2025,Assam,Tamulpur,Other,1,1
2025,Jharkhand,Ranchi,Other,6,0
2025,Madhya Pradesh,Bhopal,Other,7,0
2025,Sikkim,Gyalshing,Water-borne,19,0
2025,Andhra Pradesh,Parvathipuram Manyam,Water-borne,19,0
2025,Assam,Barpeta,Other,29,0
2025,Assam,Charaideo,Other,4,0
2025,Assam,Hailakandi,Other,15,0
2025,Bihar,Purnia,Water-borne,8,0
2025,Gujarat,Sabarkantha,Other,7,0
2025,Jammu and Kashmir,Badgam,Other,1,1
2025,Jharkhand,Dumka,Other,8,0
2025,Jharkhand,East Singhbum,Other,25,0
2025,Jharkhand,East Singhbum,Other,22,0
2025,Jharkhand,Khunti,Other,25,0
2025,Karnataka,Belagavi,Water-borne,16,0
2025,Karnataka,Chikballapur,Water-borne,21,0
2025,Karnataka,Chikballapur,Water-borne,12,0
2025,Karnataka,Hassan,Food-borne,14,0
2025,Kerala,Ernakulam,Other,5,0
2025,Kerala,Kozhikode,Water-borne,58,0
2025,Kerala,Palakkad,Food-borne,152,0
2025,Kerala,Palakkad,Water-borne,10,0
2025,Madhya Pradesh,Datia,Food-borne,51,0
2025,Madhya Pradesh,Dindori,Vector-borne,9,0
2025,Madhya Pradesh,Gwalior,Other,5,0
2025,Maharashtra,Bhandara,Water-borne,24,0
2025,Maharashtra,Bhandara,Other,13,0
2025,Maharashtra,Jalgaon,Other,3,0
2025,Nagaland,Dimapur,Other,1,1
2025,Punjab,Sri Muktsar Sahib,Other,27,0
2025,Rajasthan,Jalore,Food-borne,22,0
2025,Tamil Nadu,Coimbatore,Other,15,0
2025,Tamil Nadu,Mayiladuthurai,Other,20,0
2025,Tamil Nadu,Ranipet,Other,1,1
2025,Tamil Nadu,Tirupathur,Other,15,0
2025,Tripura,South Tripura,Food-borne,85,0
2025,West Bengal,Howrah,Water-borne,22,0
2025,West Bengal,Medinipur East,Water-borne,59,0
2025,West Bengal,Medinipur West,Water-borne,14,0
2025,West Bengal,Paschim Bardhaman,Water-borne,42,0
2025,Bihar,Munger,Other,9,0
2025,Karnataka,Bagalkot,Other,7,0
2025,Kerala,Alappuzha,Other,1,0
2025,Kerala,Kottayam,Other,17,0
2025,Mizoram,Lawngtlai,Other,4,0
2025,Odisha,Malkangiri,Food-borne,30,0
2025,Andhra Pradesh,Nandyal,Water-borne,19,2
2025,Assam,Bongaigaon,Water-borne,5,0
2025,Assam,Nagaon,Other,1,1
2025,Assam,Nagaon,Other,1,1
2025,Bihar,Jehanabad,Other,11,0
2025,Bihar,Samastipur,Other,7,0
2025,Bihar,Vaishali,Other,8,0
2025,Chhattisgarh,Dantewada,Food-borne,11,0
2025,Chhattisgarh,Durg,Water-borne,71,0
2025,Chhattisgarh,Surguja,Food-borne,10,0
2025,Gujarat,Kachchh,Water-borne,12,0
2025,Gujarat,Panchmahals,Water-borne,16,0
2025,Jammu and Kashmir,Badgam,Other,1,1
2025,Jharkhand,Latehar,Water-borne,30,0
2025,Jharkhand,Latehar,Water-borne,68,0
2025,Jharkhand,West Singhbhum,Other,9,0
2025,Karnataka,Dakshin Kannad,Other,57,0
2025,Karnataka,Mandya,Water-borne,39,0
2025,Kerala,Ernakulam,Vector-borne,9,0
2025,Kerala,Ernakulam,Water-borne,9,0
2025,Kerala,Palakkad,Water-borne,45,0
2025,Kerala,Pathanamthitta,Water-borne,102,0
2025,Kerala,Pathanamthitta,Other,17,0
2025,Kerala,Thrissur,Water-borne,17,0
2025,Kerala,Wayanad,Other,6,0
2025,Madhya Pradesh,Chhatarpur,Other,5,0
2025,Madhya Pradesh,Gwalior,Vector-borne,2,2
2025,Maharashtra,Latur,Other,22,0
2025,Maharashtra,Nagpur,Water-borne,109,0
2025,Maharashtra,Nagpur,Water-borne,61,0
2025,Maharashtra,Washim,Vector-borne,7,0
2025,Meghalaya,West Khasi Hills,Other,1,1
2025,Odisha,Ganjam,Water-borne,39,0
2025,Odisha,Kendujhar,Water-borne,10,1
2025,Rajasthan,Jaipur,Food-borne,37,0
2025,Tamil Nadu,Coimbatore,Other,12,0
2025,Tamil Nadu,Coimbatore,Other,21,0
2025,Tamil Nadu,Mayiladuthurai,Other,6,0
2025,Tamil Nadu,Mayiladuthurai,Other,4,0
2025,Tamil Nadu,Pudukkottai,Other,6,0
2025,Tamil Nadu,Ramanathapuram,Other,9,0
2025,Tamil Nadu,Tenkasi,Water-borne,7,0
2025,Tamil Nadu,Thanjavur,Other,20,0
2025,Tamil Nadu,Vellore,Other,1,0
2025,Uttar Pradesh,Mirzapur,Water-borne,29,0
2025,West Bengal,Birbhum,Water-borne,278,0
2025,West Bengal,Birbhum,Water-borne,22,0
2025,West Bengal,Birbhum,Water-borne,96,0
2025,West Bengal,Medinipur East,Food-borne,59,0
2025,West Bengal,Purba Bardhaman,Water-borne,18,0
2025,West Bengal,Purulia,Food-borne,40,0
2025,Andhra Pradesh,Konaseema,Food-borne,14,0
2025,Madhya Pradesh,Anuppur,Food-borne,40,0
2025,Madhya Pradesh,Chhatarpur,Other,13,0
2025,Uttar Pradesh,Bhadohi,Other,5,0
2025,Andhra Pradesh,Konaseema,Other,30,0
2025,Assam,Darrang,Water-borne,28,0
2025,Assam,Chirang,Other,19,0
2025,Assam,Jorhat,Other,20,0
2025,Assam,Udalguri,Other,35,0
2025,Assam,Jorhat,Other,26,0
2025,Assam,Majuli,Water-borne,26,0
2025,Bihar,Purbi,Other,16,0
2025,Bihar,Begusarai,Other,27,0
2025,Bihar,Begusarai,Other,13,0
2025,Chhattisgarh,Dhamtari,Food-borne,113,0
2025,Chhattisgarh,Kabirdham,Water-borne,23,0
2025,Chhattisgarh,Narayanpur,Other,13,0
2025,Goa,South Goa,Water-borne,13,0
2025,Gujarat,Amreli,Water-borne,53,0
2025,Jammu and Kashmir,Badgam,Water-borne,10,0
2025,Jammu and Kashmir,Baramulla,Water-borne,22,0
2025,Jharkhand,Palamu,Other,5,0
2025,Jharkhand,East Singhbum,Other,17,0
2025,Jharkhand,Hazaribagh,Other,9,0
2025,Karnataka,Belagavi,Food-borne,62,0
2025,Karnataka,Uttar Kannad,Water-borne,30,0
2025,Karnataka,Vijayapura,Vector-borne,5,0
2025,Karnataka,Kalaburagi,Food-borne,21,0
2025,Kerala,Thiruvananthapuram,Food-borne,156,0
2025,Kerala,Kozhikode,Other,1,0
2025,Kerala,Malappuram,Other,11,0
2025,Kerala,Thiruvananthapuram,Water-borne,31,1
2025,Kerala,Wayanad,Water-borne,104,0
2025,Kerala,Kasaragod,Other,1,0
2025,Kerala,Ernakulam,Water-borne,8,0
2025,Kerala,Palakkad,Other,38,0
2025,Kerala,Malappuram,Water-borne,33,0
2025,Kerala,Kollam,Other,34,0
2025,Madhya Pradesh,Ratlam,Food-borne,18,0
2025,Madhya Pradesh,Chhatarpur,Other,14,0
2025,Madhya Pradesh,Betul,Water-borne,69,0
2025,Maharashtra,Kolhapur,Food-borne,24,0
2025,Maharashtra,Palaghar,Water-borne,23,0
2025,Maharashtra,Jalgaon,Water-borne,12,0
2025,Maharashtra,Sangli,Water-borne,34,0
2025,Maharashtra,Sangli,Food-borne,67,0
2025,Meghalaya,South Garo Hills,Water-borne,9,0
2025,Meghalaya,North Garo Hills,Water-borne,39,0
2025,Nagaland,Dimapur,Other,1,1
2025,Nagaland,Dimapur,Other,1,1
2025,Tamil Nadu,Namakkal,Other,9,0
2025,Tamil Nadu,Thanjavur,Other,20,0
2025,Uttar Pradesh,Lalitpur,Other,18,0
2025,West Bengal,Hooghly,Water-borne,11,0
2025,West Bengal,Alipurduar,Other,15,0
2025,West Bengal,Nadia,Food-borne,74,0
2025,Andhra Pradesh,Nandamuri Taraka Rama Rao,Food-borne,9,0
2025,Andhra Pradesh,Visakhapatanam,Food-borne,8,0
2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,Food-borne,10,0
2025,Arunachal,Upper Siang,Other,1,1
2025,Assam,Nalbari,Other,11,0
2025,Assam,Kamrup Metro,Water-borne,5,0
2025,Assam,Sonitpur,Water-borne,16,0
2025,Assam,Nagaon,Food-borne,16,0
2025,Assam,Nalbari,Other,5,0
2025,Bihar,Begusarai,Other,14,0
2025,Bihar,Begusarai,Other,12,0
2025,Bihar,Madhepura,Other,14,0
2025,Bihar,Pashchim Champaran,Other,10,0
2025,Chhattisgarh,Raipur,Water-borne,11,0
2025,Gujarat,Jamnagar,Other,4,0
2025,Gujarat,Anand,Water-borne,57,0
2025,Gujarat,Gandhinagar,Food-borne,29,0
2025,Jharkhand,Hazaribagh,Other,8,0
2025,Jharkhand,Dumka,Other,12,0
2025,Jharkhand,Koderma,Other,10,0
2025,Karnataka,Chikballapur,Food-borne,17,0
2025,Karnataka,Bagalkot,Other,7,0
2025,Kerala,Idukki,Other,9,0
2025,Kerala,Ernakulam,Water-borne,13,0
2025,Kerala,Idukki,Other,20,0
2025,Kerala,Kannur,Water-borne,27,0
2025,Kerala,Wayanad,Water-borne,8,0
2025,Kerala,Ernakulam,Water-borne,14,1
2025,Kerala,Ernakulam,Other,27,0
2025,Kerala,Palakkad,Water-borne,40,0
2025,Kerala,Malappuram,Water-borne,51,0
2025,Kerala,Thiruvananthapuram,Other,1,0
2025,Kerala,Thrissur,Other,1,0
2025,Kerala,Kottayam,Other,13,0
2025,Kerala,Kannur,Other,1,0
2025,Kerala,Wayanad,Water-borne,12,0
2025,Kerala,Wayanad,Other,24,0
2025,Kerala,Wayanad,Food-borne,9,0
2025,Kerala,Alappuzha West,Other,2,0
2025,Kerala,Malappuram,Water-borne,18,0
2025,Kerala,Malappuram,Water-borne,62,0
2025,Madhya Pradesh,Raisen,Water-borne,10,0
2025,Madhya Pradesh,Dhar,Water-borne,59,0
2025,Maharashtra,Kolhapur,Water-borne,25,0
2025,Maharashtra,Sangli,Water-borne,12,0
2025,Meghalaya,West Garo Hills,Other,11,0
2025,Meghalaya,South West Garo Hills,Other,10,0
2025,Odisha,Jharsuguda,Other,26,0
2025,Odisha,Sambalpur,Water-borne,13,0
2025,Odisha,Sundargarh,Food-borne,35,0
2025,Odisha,Cuttack,Food-borne,86,0
2025,Odisha,Malkangiri,Food-borne,29,0
2025,Tamil Nadu,Thiruvallur,Other,37,0
2025,Tamil Nadu,Pudukkottai,Other,7,0
2025,Tamil Nadu,Ariyalur,Water-borne,11,0
2025,Tamil Nadu,Kallakurichi,Other,16,0
2025,Tamil Nadu,Krishnagiri,Water-borne,28,0
2025,Tamil Nadu,Salem,Other,17,0
2025,Tamil Nadu,Karur,Vector-borne,20,0
2025,Tamil Nadu,Virudhunagar,Water-borne,13,0
2025,Uttar Pradesh,Gonda,Food-borne,85,0
2025,Andhra Pradesh,Alluri Sitharama Raju,Water-borne,14,0
2025,Andhra Pradesh,Parvathipuram Manyam,Water-borne,27,0
2025,Assam,Dima Hasao,Other,19,0
2025,Bihar,Patna,Other,5,0
2025,Bihar,Saran,Other,7,0
2025,Chhattisgarh,Durg,Water-borne,34,0
2025,Chhattisgarh,Kondagaon,Water-borne,26,0
2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Water-borne,41,0
2025,Gujarat,Ahmedabad,Water-borne,11,0
2025,Gujarat,Navsari,Food-borne,107,0
2025,Gujarat,Devbhumi Dwarka,Food-borne,61,0
2025,Jharkhand,Giridih,Other,4,0
2025,Jharkhand,Latehar,Other,38,0
2025,Jharkhand,Deoghar,Other,3,0
2025,Jharkhand,Giridih,Other,8,0
2025,Jharkhand,Jamtara,Other,5,0
2025,Jharkhand,Deoghar,Other,3,0
2025,Karnataka,Uttar Kannad,Water-borne,33,0
2025,Karnataka,Hassan,Food-borne,12,0
2025,Kerala,Ernakulam,Water-borne,19,0
2025,Kerala,Kozhikode,Water-borne,94,0
2025,Kerala,Ernakulam,Water-borne,15,0
2025,Kerala,Ernakulam,Vector-borne,12,0
2025,Kerala,Ernakulam,Other,5,0
2025,Kerala,Thrissur,Other,22,0
2025,Kerala,Wayanad,Food-borne,31,0
2025,Madhya Pradesh,Chhatarpur,Other,1,1
2025,Madhya Pradesh,Dindori,Water-borne,5,0
2025,Madhya Pradesh,Shahdol,Water-borne,3,0
2025,Maharashtra,Akola,Water-borne,30,0
2025,Maharashtra,Amravati,Other,10,1
2025,Maharashtra,Latur,Other,27,0
2025,Maharashtra,Wardha,Food-borne,29,0
2025,Maharashtra,Aurangabad,Other,18,2
2025,Maharashtra,Bhandara,Water-borne,21,0
2025,Maharashtra,Nanded,Other,77,0
2025,Maharashtra,Nagpur,Water-borne,51,0
2025,Meghalaya,East Khasi Hills,Water-borne,11,0
2025,Odisha,Ganjam,Other,21,0
2025,Odisha,Anugul,Food-borne,96,0
2025,Odisha,Koraput,Water-borne,34,0
2025,Odisha,Nabarangpur,Food-borne,16,0
2025,Rajasthan,Jalore,Water-borne,22,0
2025,Tamil Nadu,Dindigul,Other,6,0
2025,Tamil Nadu,Villupuram,Other,11,0
2025,Tamil Nadu,Sivaganga,Water-borne,5,0
2025,Uttar Pradesh,Moradabad,Food-borne,39,0
2025,Uttar Pradesh,Ambedkar,Other,22,0
2025,Uttar Pradesh,Muzaffarnagar,Food-borne,29,0
2025,Uttar Pradesh,Gautam Buddha Nagar,Water-borne,334,0
2025,West Bengal,Medinipur West,Food-borne,21,0
2025,Assam,Lakhimpur,Water-borne,9,0
2025,Bihar,Patna,Other,5,0
2025,Bihar,Purbi Champaran,Other,6,0
2025,Gujarat,Tapi,Food-borne,25,0
2025,Jammu and Kashmir,Srinagar,Water-borne,18,0
2025,Jammu and Kashmir,Doda,Other,1,1
2025,Jammu and Kashmir,Kulgam,Water-borne,11,0
2025,Jharkhand,Koderma,Food-borne,18,0
2025,Jharkhand,Dhanbad,Other,16,0
2025,Jharkhand,Dumka,Other,9,0
2025,Jharkhand,Koderma,Water-borne,8,0
2025,Jharkhand,Dumka,Other,10,0
2025,Jharkhand,Giridih,Other,14,0
2025,Jharkhand,Deoghar,Vector-borne,12,0
2025,Karnataka,Bengaluru Urban,Water-borne,32,0
2025,Kerala,Kottayam,Water-borne,32,0
2025,Kerala,Kozhikode,Food-borne,76,0
2025,Kerala,Malappuram,Water-borne,14,0
2025,Kerala,Malappuram,Water-borne,20,0
2025,Kerala,Kannur,Other,77,0
2025,Kerala,Kasaragod,Food-borne,55,0
2025,Kerala,Kannur,Food-borne,58,0
2025,Kerala,Thrissur,Other,30,0
2025,Kerala,Wayanad,Water-borne,8,0
2025,Kerala,Kottayam,Other,12,0
2025,Kerala,Kannur,Water-borne,1529,0
2025,Kerala,Wayanad,Water-borne,11,0
2025,Madhya Pradesh,Chhatarpur,Other,9,0
2025,Madhya Pradesh,Ashoknagar,Other,11,0
2025,Madhya Pradesh,Guna,Other,16,0
2025,Madhya Pradesh,Shivpuri,Water-borne,184,0
2025,Madhya Pradesh,Bhopal,Water-borne,11,1
2025,Maharashtra,Kolhapur,Food-borne,651,0
2025,Maharashtra,Amravati,Water-borne,16,0
2025,Maharashtra,Thane,Vector-borne,15,0
2025,Meghalaya,North Garo Hills,Other,1,1
2025,Odisha,Boudh,Other,13,0
2025,Odisha,Sambalpur,Water-borne,8,0
2025,Odisha,Cuttack,Water-borne,67,0
2025,Punjab,Rupnagar,Other,19,0
2025,Punjab,Faridkot,Water-borne,17,0
2025,Rajasthan,Bharatpur,Food-borne,77,0
2025,Tamil Nadu,Madurai,Food-borne,31,0
2025,Tamil Nadu,Madurai,Vector-borne,7,0
2025,Tamil Nadu,Tuticorin,Other,11,0
2025,Tamil Nadu,Krishnagiri,Water-borne,28,0
2025,West Bengal,Purulia,Water-borne,32,0
2025,Andhra Pradesh,Alluri Sitharama Raju,Other,15,0
2025,Assam,Dibrugarh,Water-borne,19,0
2025,Assam,Golaghat,Food-borne,11,0
2025,Assam,Lakhimpur,Water-borne,11,0
2025,Assam,Karimganj,Other,1,1
2025,Bihar,Patna,Other,8,0
2025,Bihar,Begusarai,Other,13,0
2025,Bihar,Begusarai,Other,14,0
2025,Bihar,Samastipur,Other,22,0
2025,Chhattisgarh,Balod,Water-borne,59,0
2025,Gujarat,Tapi,Other,2,0
2025,Gujarat,Jamnagar,Other,1,1
2025,Jammu and Kashmir,Kulgam,Water-borne,19,0
2025,Jammu and Kashmir,Anantnag,Water-borne,9,0
2025,Jharkhand,Latehar,Food-borne,25,0
2025,Jharkhand,Lohardaga,Other,2,0
2025,Jharkhand,Godda,Other,7,0
2025,Jharkhand,Latehar,Water-borne,14,0
2025,Karnataka,Bidar,Vector-borne,5,0
2025,Karnataka,Bagalkot,Other,15,0
2025,Karnataka,Uttar Kannad,Water-borne,8,0
2025,Kerala,Wayanad,Water-borne,31,0
2025,Kerala,Alappuzha,Food-borne,27,0
2025,Kerala,Ernakulam,Food-borne,23,0
2025,Madhya Pradesh,Burhanpur,Other,10,0
2025,Madhya Pradesh,Khargone,Water-borne,69,0
2025,Madhya Pradesh,East Nimar,Food-borne,98,0
2025,Maharashtra,Pune,Food-borne,20,0
2025,Maharashtra,Sangli,Food-borne,34,0
2025,Manipur,Senapati,Food-borne,28,0
2025,Odisha,Boudh,Other,18,0
2025,Odisha,Anugul,Water-borne,31,0
2025,Odisha,Kendujhar,Food-borne,26,0
2025,Odisha,Nuapada,Food-borne,38,0
2025,Odisha,Ganjam,Water-borne,15,0
2025,Odisha,Ganjam,Other,54,0
2025,Punjab,Patiala,Water-borne,27,0
2025,Tamil Nadu,Coimbatore,Other,12,0
2025,Tamil Nadu,Namakkal,Other,15,0
2025,Tamil Nadu,Tirupathur,Other,29,0
2025,Tamil Nadu,Sivaganga,Other,10,0
2025,Tamil Nadu,Thanjavur,Other,16,0
2025,Tamil Nadu,Tuticorin,Water-borne,17,0
2025,Tamil Nadu,Nagapattinam,Other,2,0
2025,Tamil Nadu,Villupuram,Other,8,0
2025,Uttar Pradesh,Farrukhabad,Food-borne,30,0
2025,West Bengal,Hooghly,Water-borne,13,0
2025,Andhra Pradesh,Vizianagaram,Water-borne,15,0
2025,Arunachal Pradesh,East,Other,1,1
2025,Assam,Tinsukia,Other,1,1
2025,Assam,Bongaigaon,Water-borne,1,1
2025,Assam,Goalpara,Water-borne,49,0
2025,Assam,Hailakandi,Water-borne,74,0
2025,Bihar,Begusarai,Other,8,0
2025,Bihar,Purbi Champaran,Other,21,0
2025,Gujarat,Bharuch,Food-borne,224,0
2025,Haryana,Karnal,Water-borne,10,0
2025,Jammu and Kashmir,Shopian,Water-borne,34,0
2025,Jharkhand,Garhwa,Vector-borne,5,0
2025,Jharkhand,Giridih,Water-borne,8,0
2025,Jharkhand,Chatra,Water-borne,7,0
2025,Jharkhand,Sahebganj,Other,7,0
2025,Kerala,Kasaragod,Food-borne,417,0
2025,Kerala,Kannur,Food-borne,35,0
2025,Kerala,Kollam,Food-borne,22,0
2025,Kerala,Palakkad,Water-borne,115,0
2025,Kerala,Pathanamthitta,Other,13,0
2025,Kerala,Ernakulam,Vector-borne,1,1
2025,Kerala,Ernakulam,Vector-borne,1,1
2025,Kerala,Malappuram,Food-borne,60,0
2025,Kerala,Idukki,Other,20,0
2025,Kerala,Kottayam,Water-borne,6,0
2025,Kerala,Thiruvananthapuram,Food-borne,113,0
2025,Kerala,Wayanad,Food-borne,48,0
2025,Kerala,Wayanad,Other,7,0
2025,Kerala,Ernakulam,Water-borne,12,0
2025,Kerala,Thrissur,Food-borne,107,0
2025,Kerala,Ernakulam,Other,11,0
2025,Madhya Pradesh,Dhar,Vector-borne,11,0
2025,Madhya Pradesh,Dindori,Water-borne,13,0
2025,Maharashtra,Nanded,Food-borne,54,0
2025,Maharashtra,Palghar,Vector-borne,13,0
2025,Maharashtra,Sangli,Food-borne,29,0
2025,Maharashtra,Osmanabad,Other,15,0
2025,Maharashtra,Jalgaon,Other,17,0
2025,Meghalaya,Eastern West Khasi Hills,Other,1,1
2025,Odisha,Nuapada,Food-borne,7,0
2025,Odisha,Nabarangpur,Water-borne,127,0
2025,Odisha,Cuttack,Water-borne,9,0
2025,Odisha,Kendujhar,Water-borne,23,0
2025,Odisha,Rayagada,Food-borne,12,0
2025,Odisha,Rayagada,Vector-borne,18,0
2025,Tamil Nadu,Pudukkottai,Other,12,0
2025,Tamil Nadu,Sivaganga,Other,8,0
2025,Tamil Nadu,The Nilgiris,Water-borne,9,0
2025,Tamil Nadu,Sivaganga,Other,12,0
2025,Tamil Nadu,Thanjavur,Water-borne,64,0
2025,West Bengal,Medinipur West,Water-borne,15,0
2025,Assam,Sonitpur,Other,17,0
2025,Bihar,Champaran,Other,14,0
2025,Bihar,Jehanabad,Other,8,0
2025,Bihar,Bhagalpur,Water-borne,8,0
2025,Jammu and Kashmir,Kupwara,Water-borne,8,0
2025,Jammu and Kashmir,Udhampur,Water-borne,8,0
2025,Karnataka,Davangere,Food-borne,29,0
2025,Karnataka,Hassan,Other,1,1
2025,Kerala,Kannur,Food-borne,86,0
2025,Kerala,Kottayam,Food-borne,25,0
2025,Kerala,Ernakulam,Water-borne,12,0
2025,Kerala,Kannur,Other,1,0
2025,Kerala,Thrissur,Other,1,0
2025,Kerala,Malappuram,Food-borne,30,0
2025,Kerala,Thrissur,Other,21,0
2025,Kerala,Ernakulam,Other,22,0
2025,Kerala,Pathanamthitta,Other,1,0
2025,Madhya Pradesh,Bhopal,Other,19,0
2025,Maharashtra,Buldhana,Water-borne,12,1
2025,Maharashtra,Amravati,Food-borne,133,0
2025,Meghalaya,North Garo Hills,Other,11,0
2025,Odisha,Koraput,Food-borne,22,0
2025,Odisha,Dhenkanal,Water-borne,32,0
2025,Rajasthan,Kota,Water-borne,15,0
2025,Tamil Nadu,Kallakurichi,Water-borne,9,0
2025,Uttar,Shamli,Other,1,1
2025,Uttar Pradesh,Shravasti,Other,6,0
2025,West Bengal,24 Paraganas North,Food-borne,31,0
2025,West Bengal,Cooch Behar,Food-borne,11,1
2025,Andhra Pradesh,Anakapalli,Water-borne,22,0
2025,Andhra Pradesh,Tirupati,Food-borne,23,0
2025,Arunachal Pradesh,Pakke Kessang,Other,1,1
